Test 62: startState (100.0, 0.0, 0.0, 20.0, 46.0, 62.0, 16.0, 5.0, 36.0, 127.0, 21.0, 2.0, 6.0, 130.0, 20.0, 2.0, 15.0, 190.0, 24.0, 1.0, 31.0, 87.0, 17.0, 5.0, 194.0, 77.0, -14.0, -0.0, 160.0, 82.0, -14.0, -2.0, 165.0, 164.0, -10.0, -0.0, 183.0, 59.0, -15.0, -3.0, 197.0, 122.0, -23.0, -2.0)
Test 63: startState (100.0, 0.0, 0.0, 20.0, 45.0, 51.0, 17.0, 5.0, 15.0, 45.0, 23.0, 1.0, 41.0, 160.0, 10.0, 1.0, 36.0, 96.0, 18.0, 0.0, 24.0, 52.0, 15.0, 3.0, 150.0, 57.0, -13.0, -0.0, 178.0, 140.0, -10.0, -1.0, 163.0, 132.0, -23.0, -4.0, 182.0, 63.0, -16.0, -4.0, 187.0, 164.0, -24.0, -0.0)
Test 64: startState (100.0, 0.0, 0.0, 20.0, 26.0, 151.0, 22.0, 4.0, 39.0, 95.0, 22.0, 4.0, 43.0, 26.0, 17.0, 2.0, 42.0, 127.0, 12.0, 0.0, 3.0, 131.0, 10.0, 4.0, 166.0, 88.0, -16.0, -1.0, 170.0, 111.0, -24.0, -0.0, 193.0, 92.0, -24.0, -0.0, 158.0, 149.0, -25.0, -4.0, 199.0, 144.0, -21.0, -3.0)
Test 65: startState (100.0, 0.0, 0.0, 20.0, 35.0, 28.0, 17.0, 0.0, 41.0, 134.0, 17.0, 1.0, 18.0, 64.0, 14.0, 4.0, 22.0, 143.0, 13.0, 5.0, 4.0, 70.0, 16.0, 5.0, 181.0, 189.0, -24.0, -4.0, 188.0, 109.0, -22.0, -5.0, 163.0, 141.0, -16.0, -1.0, 186.0, 146.0, -16.0, -1.0, 185.0, 145.0, -22.0, -0.0)
Test 66: startState (100.0, 0.0, 0.0, 20.0, 18.0, 61.0, 15.0, 1.0, 30.0, 51.0, 23.0, 4.0, 4.0, 83.0, 11.0, 0.0, 38.0, 93.0, 20.0, 2.0, 13.0, 83.0, 11.0, 5.0, 197.0, 34.0, -23.0, -0.0, 184.0, 83.0, -21.0, -0.0, 158.0, 125.0, -13.0, -4.0, 187.0, 99.0, -12.0, -5.0, 178.0, 94.0, -11.0, -4.0)
Test 67: startState (100.0, 0.0, 0.0, 20.0, 36.0, 108.0, 22.0, 1.0, 44.0, 132.0, 20.0, 4.0, 25.0, 63.0, 24.0, 4.0, 30.0, 142.0, 21.0, 0.0, 38.0, 163.0, 16.0, 4.0, 169.0, 171.0, -18.0, -1.0, 150.0, 90.0, -24.0, -4.0, 188.0, 176.0, -14.0, -1.0, 183.0, 132.0, -17.0, -0.0, 169.0, 88.0, -24.0, -0.0)
Test 68: startState (100.0, 0.0, 0.0, 20.0, 48.0, 100.0, 14.0, 1.0, 47.0, 150.0, 13.0, 2.0, 25.0, 171.0, 19.0, 0.0, 43.0, 116.0, 13.0, 2.0, 47.0, 75.0, 12.0, 5.0, 181.0, 36.0, -21.0, -2.0, 166.0, 113.0, -21.0, -4.0, 194.0, 48.0, -25.0, -0.0, 174.0, 138.0, -11.0, -4.0, 163.0, 109.0, -16.0, -1.0)
Test 69: startState (100.0, 0.0, 0.0, 20.0, 33.0, 163.0, 15.0, 4.0, 4.0, 177.0, 23.0, 4.0, 34.0, 150.0, 23.0, 4.0, 28.0, 81.0, 22.0, 0.0, 29.0, 130.0, 22.0, 2.0, 180.0, 171.0, -25.0, -2.0, 173.0, 141.0, -24.0, -1.0, 156.0, 122.0, -25.0, -3.0, 155.0, 170.0, -18.0, -3.0, 173.0, 39.0, -14.0, -0.0)
Test 70: startState (100.0, 0.0, 0.0, 20.0, 20.0, 138.0, 13.0, 0.0, 37.0, 52.0, 11.0, 4.0, 27.0, 101.0, 14.0, 4.0, 11.0, 122.0, 15.0, 4.0, 44.0, 40.0, 21.0, 0.0, 164.0, 87.0, -21.0, -2.0, 152.0, 94.0, -21.0, -0.0, 164.0, 164.0, -10.0, -4.0, 170.0, 166.0, -16.0, -3.0, 184.0, 38.0, -22.0, -0.0)
Test 71: startState (100.0, 0.0, 0.0, 20.0, 40.0, 114.0, 13.0, 0.0, 32.0, 159.0, 15.0, 2.0, 5.0, 32.0, 11.0, 0.0, 50.0, 67.0, 10.0, 2.0, 33.0, 114.0, 10.0, 0.0, 171.0, 157.0, -25.0, -2.0, 169.0, 188.0, -19.0, -3.0, 194.0, 85.0, -12.0, -1.0, 193.0, 105.0, -23.0, -3.0, 175.0, 171.0, -20.0, -2.0)
Test 72: startState (100.0, 0.0, 0.0, 20.0, 42.0, 168.0, 25.0, 1.0, 9.0, 82.0, 18.0, 3.0, 22.0, 71.0, 13.0, 3.0, 29.0, 162.0, 20.0, 5.0, 20.0, 107.0, 17.0, 5.0, 167.0, 114.0, -16.0, -2.0, 172.0, 124.0, -16.0, -4.0, 168.0, 155.0, -10.0, -3.0, 172.0, 126.0, -17.0, -4.0, 190.0, 47.0, -15.0, -1.0)
Test 73: startState (100.0, 0.0, 0.0, 20.0, 1.0, 26.0, 23.0, 3.0, 45.0, 181.0, 18.0, 0.0, 0.0, 172.0, 13.0, 5.0, 32.0, 108.0, 15.0, 3.0, 43.0, 145.0, 22.0, 1.0, 189.0, 166.0, -19.0, -4.0, 187.0, 148.0, -12.0, -2.0, 188.0, 109.0, -12.0, -3.0, 190.0, 45.0, -22.0, -4.0, 175.0, 87.0, -22.0, -0.0)
Test 74: startState (100.0, 0.0, 0.0, 20.0, 45.0, 83.0, 14.0, 1.0, 1.0, 51.0, 15.0, 3.0, 49.0, 82.0, 17.0, 0.0, 38.0, 171.0, 23.0, 1.0, 30.0, 89.0, 25.0, 4.0, 195.0, 49.0, -10.0, -1.0, 188.0, 185.0, -11.0, -1.0, 186.0, 103.0, -19.0, -3.0, 171.0, 175.0, -16.0, -2.0, 160.0, 69.0, -21.0, -0.0)
Test 75: startState (100.0, 0.0, 0.0, 20.0, 29.0, 84.0, 21.0, 1.0, 13.0, 120.0, 10.0, 0.0, 28.0, 120.0, 19.0, 2.0, 14.0, 118.0, 25.0, 1.0, 9.0, 134.0, 12.0, 1.0, 184.0, 108.0, -19.0, -5.0, 191.0, 143.0, -18.0, -2.0, 160.0, 41.0, -16.0, -1.0, 189.0, 71.0, -20.0, -0.0, 170.0, 190.0, -16.0, -2.0)
Test 76: startState (100.0, 0.0, 0.0, 20.0, 9.0, 93.0, 11.0, 2.0, 2.0, 177.0, 24.0, 3.0, 4.0, 88.0, 11.0, 3.0, 42.0, 117.0, 17.0, 1.0, 30.0, 178.0, 19.0, 5.0, 160.0, 173.0, -18.0, -5.0, 179.0, 75.0, -18.0, -5.0, 196.0, 158.0, -23.0, -3.0, 190.0, 59.0, -11.0, -4.0, 199.0, 89.0, -11.0, -4.0)
Test 77: startState (100.0, 0.0, 0.0, 20.0, 27.0, 145.0, 22.0, 0.0, 32.0, 154.0, 19.0, 0.0, 24.0, 186.0, 15.0, 3.0, 36.0, 139.0, 13.0, 0.0, 34.0, 75.0, 18.0, 2.0, 175.0, 90.0, -18.0, -3.0, 178.0, 105.0, -17.0, -4.0, 186.0, 32.0, -24.0, -5.0, 160.0, 53.0, -12.0, -3.0, 167.0, 55.0, -17.0, -3.0)
Test 78: startState (100.0, 0.0, 0.0, 20.0, 13.0, 46.0, 22.0, 3.0, 39.0, 137.0, 24.0, 1.0, 47.0, 44.0, 16.0, 0.0, 29.0, 44.0, 10.0, 1.0, 37.0, 116.0, 25.0, 0.0, 199.0, 58.0, -17.0, -3.0, 162.0, 40.0, -12.0, -4.0, 155.0, 185.0, -15.0, -4.0, 160.0, 41.0, -17.0, -4.0, 174.0, 87.0, -10.0, -3.0)
Test 79: startState (100.0, 0.0, 0.0, 20.0, 13.0, 93.0, 22.0, 2.0, 44.0, 46.0, 16.0, 4.0, 47.0, 46.0, 14.0, 4.0, 20.0, 122.0, 12.0, 2.0, 14.0, 174.0, 19.0, 5.0, 158.0, 101.0, -18.0, -2.0, 158.0, 102.0, -24.0, -4.0, 192.0, 74.0, -24.0, -3.0, 175.0, 189.0, -22.0, -0.0, 160.0, 129.0, -17.0, -2.0)
Test 80: startState (100.0, 0.0, 0.0, 20.0, 12.0, 133.0, 18.0, 0.0, 33.0, 44.0, 17.0, 3.0, 44.0, 112.0, 11.0, 1.0, 40.0, 91.0, 25.0, 5.0, 48.0, 69.0, 21.0, 3.0, 170.0, 89.0, -21.0, -1.0, 164.0, 61.0, -22.0, -5.0, 168.0, 47.0, -15.0, -0.0, 167.0, 44.0, -17.0, -0.0, 154.0, 63.0, -25.0, -4.0)
Test 81: startState (100.0, 0.0, 0.0, 20.0, 12.0, 143.0, 16.0, 2.0, 31.0, 164.0, 14.0, 0.0, 20.0, 49.0, 12.0, 1.0, 2.0, 108.0, 22.0, 3.0, 36.0, 119.0, 13.0, 0.0, 177.0, 101.0, -25.0, -0.0, 184.0, 61.0, -21.0, -1.0, 162.0, 131.0, -11.0, -2.0, 152.0, 77.0, -21.0, -1.0, 179.0, 103.0, -21.0, -3.0)
Test 82: startState (100.0, 0.0, 0.0, 20.0, 48.0, 99.0, 15.0, 5.0, 29.0, 172.0, 23.0, 4.0, 20.0, 116.0, 10.0, 0.0, 8.0, 89.0, 16.0, 2.0, 32.0, 104.0, 18.0, 5.0, 197.0, 131.0, -20.0, -1.0, 189.0, 37.0, -24.0, -3.0, 157.0, 96.0, -25.0, -1.0, 150.0, 178.0, -21.0, -1.0, 170.0, 74.0, -21.0, -2.0)
Test 83: startState (100.0, 0.0, 0.0, 20.0, 18.0, 105.0, 20.0, 1.0, 37.0, 141.0, 19.0, 3.0, 6.0, 53.0, 15.0, 3.0, 6.0, 72.0, 17.0, 0.0, 4.0, 173.0, 19.0, 2.0, 177.0, 41.0, -17.0, -4.0, 192.0, 78.0, -24.0, -3.0, 181.0, 162.0, -18.0, -0.0, 171.0, 129.0, -17.0, -3.0, 182.0, 167.0, -21.0, -0.0)
Test 84: startState (100.0, 0.0, 0.0, 20.0, 13.0, 99.0, 10.0, 4.0, 34.0, 167.0, 16.0, 0.0, 40.0, 130.0, 23.0, 3.0, 2.0, 25.0, 24.0, 0.0, 7.0, 136.0, 18.0, 5.0, 165.0, 129.0, -19.0, -0.0, 162.0, 30.0, -20.0, -4.0, 167.0, 147.0, -23.0, -0.0, 195.0, 162.0, -17.0, -2.0, 182.0, 153.0, -21.0, -3.0)
Test 85: startState (100.0, 0.0, 0.0, 20.0, 25.0, 170.0, 24.0, 4.0, 30.0, 132.0, 24.0, 0.0, 39.0, 174.0, 17.0, 3.0, 24.0, 98.0, 20.0, 5.0, 21.0, 169.0, 12.0, 0.0, 158.0, 105.0, -14.0, -4.0, 197.0, 115.0, -10.0, -5.0, 189.0, 189.0, -14.0, -5.0, 150.0, 165.0, -17.0, -4.0, 161.0, 26.0, -22.0, -1.0)
Test 86: startState (100.0, 0.0, 0.0, 20.0, 46.0, 117.0, 25.0, 1.0, 42.0, 141.0, 24.0, 0.0, 15.0, 125.0, 10.0, 4.0, 29.0, 185.0, 11.0, 1.0, 27.0, 43.0, 23.0, 5.0, 164.0, 44.0, -13.0, -4.0, 185.0, 50.0, -17.0, -2.0, 168.0, 83.0, -21.0, -5.0, 158.0, 149.0, -25.0, -4.0, 161.0, 132.0, -12.0, -2.0)
Test 87: startState (100.0, 0.0, 0.0, 20.0, 27.0, 96.0, 12.0, 2.0, 11.0, 64.0, 14.0, 1.0, 9.0, 183.0, 15.0, 2.0, 29.0, 180.0, 16.0, 5.0, 28.0, 105.0, 14.0, 3.0, 158.0, 177.0, -10.0, -1.0, 171.0, 81.0, -20.0, -2.0, 168.0, 40.0, -21.0, -0.0, 156.0, 113.0, -20.0, -2.0, 195.0, 81.0, -16.0, -1.0)
Test 88: startState (100.0, 0.0, 0.0, 20.0, 29.0, 32.0, 16.0, 5.0, 2.0, 147.0, 19.0, 2.0, 27.0, 138.0, 18.0, 2.0, 31.0, 109.0, 11.0, 5.0, 18.0, 127.0, 23.0, 3.0, 162.0, 125.0, -17.0, -2.0, 177.0, 170.0, -20.0, -5.0, 160.0, 190.0, -15.0, -3.0, 173.0, 82.0, -17.0, -1.0, 199.0, 58.0, -10.0, -5.0)
Test 89: startState (100.0, 0.0, 0.0, 20.0, 35.0, 176.0, 12.0, 1.0, 7.0, 45.0, 23.0, 0.0, 27.0, 76.0, 10.0, 4.0, 34.0, 125.0, 11.0, 3.0, 27.0, 50.0, 22.0, 4.0, 187.0, 56.0, -14.0, -0.0, 183.0, 51.0, -12.0, -5.0, 170.0, 81.0, -11.0, -1.0, 156.0, 110.0, -15.0, -2.0, 181.0, 81.0, -12.0, -5.0)
Test 90: startState (100.0, 0.0, 0.0, 20.0, 34.0, 48.0, 23.0, 0.0, 28.0, 169.0, 12.0, 4.0, 38.0, 147.0, 15.0, 5.0, 1.0, 68.0, 11.0, 2.0, 29.0, 104.0, 23.0, 4.0, 184.0, 144.0, -10.0, -4.0, 189.0, 83.0, -17.0, -5.0, 174.0, 80.0, -24.0, -4.0, 192.0, 139.0, -15.0, -1.0, 154.0, 120.0, -18.0, -2.0)
Test 91: startState (100.0, 0.0, 0.0, 20.0, 35.0, 34.0, 11.0, 1.0, 14.0, 155.0, 10.0, 4.0, 39.0, 153.0, 10.0, 3.0, 4.0, 91.0, 18.0, 3.0, 40.0, 190.0, 15.0, 2.0, 161.0, 127.0, -21.0, -2.0, 152.0, 122.0, -16.0, -3.0, 151.0, 56.0, -15.0, -0.0, 187.0, 41.0, -25.0, -4.0, 199.0, 115.0, -15.0, -2.0)
Test 92: startState (100.0, 0.0, 0.0, 20.0, 36.0, 69.0, 17.0, 3.0, 41.0, 29.0, 14.0, 4.0, 17.0, 82.0, 20.0, 3.0, 26.0, 27.0, 13.0, 0.0, 44.0, 109.0, 15.0, 4.0, 176.0, 121.0, -13.0, -1.0, 155.0, 69.0, -13.0, -4.0, 193.0, 91.0, -19.0, -1.0, 197.0, 159.0, -16.0, -3.0, 198.0, 74.0, -24.0, -2.0)
Test 93: startState (100.0, 0.0, 0.0, 20.0, 13.0, 84.0, 17.0, 5.0, 39.0, 76.0, 12.0, 1.0, 17.0, 110.0, 10.0, 1.0, 44.0, 127.0, 20.0, 1.0, 36.0, 146.0, 17.0, 0.0, 175.0, 44.0, -24.0, -2.0, 189.0, 101.0, -10.0, -2.0, 198.0, 163.0, -25.0, -0.0, 183.0, 176.0, -12.0, -0.0, 196.0, 64.0, -25.0, -2.0)
Test 94: startState (100.0, 0.0, 0.0, 20.0, 24.0, 170.0, 24.0, 2.0, 5.0, 86.0, 16.0, 5.0, 44.0, 89.0, 24.0, 0.0, 19.0, 79.0, 16.0, 1.0, 24.0, 114.0, 25.0, 5.0, 195.0, 169.0, -20.0, -2.0, 181.0, 181.0, -18.0, -0.0, 156.0, 105.0, -19.0, -3.0, 198.0, 95.0, -13.0, -1.0, 152.0, 178.0, -23.0, -1.0)
Test 95: startState (100.0, 0.0, 0.0, 20.0, 48.0, 173.0, 23.0, 5.0, 44.0, 141.0, 18.0, 0.0, 39.0, 25.0, 12.0, 2.0, 26.0, 185.0, 25.0, 3.0, 11.0, 84.0, 16.0, 3.0, 159.0, 121.0, -15.0, -2.0, 188.0, 162.0, -19.0, -5.0, 186.0, 143.0, -18.0, -3.0, 168.0, 27.0, -11.0, -5.0, 195.0, 126.0, -20.0, -4.0)
Test 96: startState (100.0, 0.0, 0.0, 20.0, 37.0, 73.0, 24.0, 2.0, 21.0, 183.0, 24.0, 2.0, 19.0, 148.0, 14.0, 3.0, 17.0, 25.0, 25.0, 2.0, 1.0, 183.0, 17.0, 0.0, 166.0, 92.0, -21.0, -4.0, 158.0, 136.0, -15.0, -5.0, 159.0, 148.0, -12.0, -1.0, 179.0, 35.0, -17.0, -4.0, 166.0, 68.0, -17.0, -4.0)
Test 97: startState (100.0, 0.0, 0.0, 20.0, 35.0, 141.0, 10.0, 2.0, 50.0, 190.0, 19.0, 0.0, 31.0, 123.0, 18.0, 3.0, 19.0, 180.0, 16.0, 4.0, 15.0, 178.0, 20.0, 2.0, 163.0, 36.0, -14.0, -3.0, 192.0, 101.0, -16.0, -0.0, 182.0, 86.0, -24.0, -2.0, 187.0, 135.0, -12.0, -4.0, 187.0, 70.0, -25.0, -4.0)
Test 98: startState (100.0, 0.0, 0.0, 20.0, 43.0, 126.0, 11.0, 2.0, 34.0, 109.0, 12.0, 2.0, 37.0, 127.0, 18.0, 1.0, 24.0, 33.0, 25.0, 3.0, 8.0, 184.0, 15.0, 4.0, 184.0, 69.0, -22.0, -1.0, 163.0, 190.0, -22.0, -0.0, 196.0, 152.0, -25.0, -3.0, 167.0, 152.0, -12.0, -1.0, 179.0, 154.0, -22.0, -0.0)
Test 99: startState (100.0, 0.0, 0.0, 20.0, 29.0, 145.0, 12.0, 5.0, 38.0, 31.0, 22.0, 4.0, 1.0, 74.0, 23.0, 2.0, 16.0, 120.0, 22.0, 3.0, 42.0, 90.0, 18.0, 1.0, 189.0, 36.0, -14.0, -4.0, 188.0, 107.0, -11.0, -3.0, 174.0, 35.0, -24.0, -5.0, 155.0, 62.0, -22.0, -1.0, 151.0, 38.0, -23.0, -2.0)
Test 100: startState (100.0, 0.0, 0.0, 20.0, 0.0, 110.0, 13.0, 5.0, 50.0, 30.0, 10.0, 1.0, 37.0, 177.0, 10.0, 2.0, 31.0, 135.0, 21.0, 1.0, 19.0, 190.0, 23.0, 5.0, 180.0, 167.0, -21.0, -1.0, 159.0, 43.0, -11.0, -3.0, 170.0, 36.0, -11.0, -4.0, 188.0, 63.0, -19.0, -3.0, 195.0, 153.0, -24.0, -2.0)
Test 101: startState (100.,   0.,   0.,  20.,   0., 159.,   0.,   0.,  32.,  56.,   0., 0.,  49., 127.,   0.,   0.,  17., 124.,   0.,   0.,   1.,  32., 0.,   0., 179.,  84.,   0.,   0., 156., 165.,   0.,   0., 161., 48., -23.,  -0., 156., 104.,   0.,   0., 153., 139.,   0.,   0.)

